Customer ID;Count;Quarter;Referred a Friend;Number of Referrals;Tenure in Months;Offer;Phone Service;Avg Monthly Long Distance Charges;Multiple Lines;Internet Service;Internet Type;Avg Monthly GB Download;Online Security;Online Backup;Device Protection Plan;Premium Tech Support;Streaming TV;Streaming Movies;Streaming Music;Unlimited Data;Contract;Paperless Billing;Payment Method;Monthly Charge;Total Charges;Total Refunds;Total Extra Data Charges;Total Long Distance Charges;Total Revenue
5389-FFVKB;1;Q3;Yes;1;32;None;Yes;£2,08;No;Yes;Fiber Optic;25;No;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;£80,30;£2.483,05;£0,00;£0,00;£66,56;£2.549,61
1273-MTETI;1;Q3;No;0;4;None;Yes;£12,86;Yes;Yes;Fiber Optic;4;No;No;Yes;No;No;Yes;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£88,85;£372,45;£0,00;£0,00;£51,44;£423,89
1400-MMYXY;1;Q3;Yes;1;3;None;Yes;£41,30;Yes;Yes;Fiber Optic;2;No;Yes;Yes;No;Yes;Yes;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£105,90;£334,65;£0,00;£0,00;£123,90;£458,55
0886-QGENL;1;Q3;Yes;1;27;None;Yes;£45,82;No;Yes;Fiber Optic;13;Yes;No;Yes;No;Yes;Yes;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£101,25;£2.754,45;£0,00;£0,00;£1.237,14;£3.991,59
1980-KXVPM;1;Q3;No;0;3;None;Yes;£23,82;Yes;Yes;Fiber Optic;30;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;£75,05;£256,25;£0,00;£0,00;£71,46;£327,71
0723-DRCLG;1;Q3;Yes;1;1;None;Yes;£31,27;Yes;Yes;Fiber Optic;11;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Bank Withdrawal;£74,45;£74,45;£0,00;£10,00;£31,27;£115,72
8361-LTMKD;1;Q3;No;0;4;None;Yes;£10,61;Yes;Yes;Fiber Optic;8;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Mailed Check;£74,40;£306,60;£0,00;£20,00;£42,44;£369,04
4929-XIHVW;1;Q3;Yes;10;2;Offer E;Yes;£33,10;No;Yes;Fiber Optic;11;No;No;Yes;No;Yes;Yes;No;No;One Year;Yes;Credit Card;£95,50;£181,65;£0,00;£10,00;£66,20;£257,85
3413-BMNZE;1;Q3;No;0;1;Offer E;Yes;£11,89;No;Yes;DSL;12;No;No;No;No;No;No;No;Yes;One Year;No;Bank Withdrawal;£45,25;£45,25;£0,00;£0,00;£11,89;£57,14
0191-ZHSKZ;1;Q3;No;0;30;None;Yes;£38,61;No;Yes;DSL;5;Yes;Yes;No;No;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£74,75;£2.111,30;£0,00;£0,00;£1.158,30;£3.269,60
2424-WVHPL;1;Q3;No;0;1;None;Yes;£27,65;No;Yes;Fiber Optic;2;No;No;No;Yes;No;No;No;Yes;One Year;No;Bank Withdrawal;£74,70;£74,70;£0,00;£0,00;£27,65;£102,35
2639-UGMAZ;1;Q3;No;0;71;Offer A;No;£0,00;No;Yes;DSL;20;Yes;Yes;No;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£56,45;£3.985,35;£0,00;£0,00;£0,00;£3.985,35
4716-HHKQH;1;Q3;Yes;3;20;None;Yes;£27,56;Yes;Yes;Fiber Optic;3;No;Yes;No;Yes;Yes;Yes;No;Yes;One Year;No;Bank Withdrawal;£107,05;£2.172,05;£0,00;£0,00;£551,20;£2.723,25
2799-ARNLO;1;Q3;No;0;5;Offer E;Yes;£9,56;No;Yes;Fiber Optic;13;No;No;No;No;No;No;No;Yes;One Year;Yes;Bank Withdrawal;£69,35;£341,60;£0,00;£0,00;£47,80;£389,40
2739-CACDQ;1;Q3;No;0;17;Offer D;Yes;£1,06;Yes;Yes;Fiber Optic;25;No;No;Yes;No;No;No;No;Yes;One Year;Yes;Credit Card;£82,65;£1.470,05;£0,00;£0,00;£18,02;£1.488,07
6035-BXTTY;1;Q3;No;0;32;None;Yes;£19,92;No;Yes;DSL;14;No;Yes;No;Yes;No;No;No;No;One Year;No;Bank Withdrawal;£54,65;£1.830,10;£0,00;£10,00;£637,44;£2.477,54
9774-NRNAU;1;Q3;Yes;5;27;None;Yes;£33,57;Yes;Yes;DSL;21;No;Yes;Yes;Yes;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£84,80;£2.309,55;£0,00;£0,00;£906,39;£3.215,94
0177-PXBAT;1;Q3;Yes;7;33;None;Yes;£25,15;Yes;Yes;Fiber Optic;20;Yes;No;Yes;Yes;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£109,90;£3.694,70;£0,00;£0,00;£829,95;£4.524,65
2806-MLNTI;1;Q3;Yes;4;52;None;Yes;£29,15;Yes;Yes;Fiber Optic;9;No;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£105,10;£5.376,40;£0,00;£0,00;£1.515,80;£6.892,20
9076-AXYIK;1;Q3;Yes;2;64;None;Yes;£20,19;Yes;Yes;Fiber Optic;8;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£102,10;£6.538,45;£0,00;£0,00;£1.292,16;£7.830,61
4612-SSVHJ;1;Q3;No;0;20;Offer D;Yes;£23,18;No;Yes;Fiber Optic;21;No;No;No;No;No;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£81,45;£1.671,60;£0,00;£0,00;£463,60;£2.135,20
4908-XAXAY;1;Q3;No;0;49;None;Yes;£47,72;No;Yes;Fiber Optic;21;No;Yes;Yes;No;No;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£89,85;£4.287,20;£0,00;£0,00;£2.338,28;£6.625,48
3729-OWRVL;1;Q3;No;0;65;None;Yes;£44,23;Yes;Yes;Fiber Optic;27;Yes;No;Yes;Yes;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£110,35;£7.246,15;£0,00;£0,00;£2.874,95;£10.121,10
2682-KEVRP;1;Q3;No;0;22;None;Yes;£34,39;No;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Credit Card;£20,05;£417,00;£0,00;£0,00;£756,58;£1.173,58
8329-UTMVM;1;Q3;No;0;27;Offer C;Yes;£34,39;Yes;Yes;Fiber Optic;19;No;Yes;No;Yes;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£104,65;£2.964,00;£0,00;£0,00;£928,53;£3.892,53
4250-WAROZ;1;Q3;Yes;4;60;None;Yes;£19,68;Yes;Yes;Fiber Optic;53;Yes;Yes;No;No;No;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£93,25;£5.774,55;£0,00;£0,00;£1.180,80;£6.955,35
3956-CJUST;1;Q3;No;0;23;None;Yes;£17,62;No;Yes;Fiber Optic;25;Yes;No;No;No;No;No;No;No;One Year;Yes;Bank Withdrawal;£75,40;£1.643,55;£0,00;£80,00;£405,26;£2.128,81
6419-ZTTLE;1;Q3;Yes;2;23;None;Yes;£45,83;No;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Bank Withdrawal;£20,75;£485,20;£37,64;£0,00;£1.054,09;£1.501,65
2460-NGXBJ;1;Q3;Yes;8;11;None;Yes;£28,64;Yes;Yes;Fiber Optic;22;No;No;No;No;No;No;No;Yes;One Year;Yes;Credit Card;£75,20;£775,30;£0,00;£0,00;£315,04;£1.090,34
1282-IHQAC;1;Q3;No;0;70;Offer A;No;£0,00;No;Yes;Cable;13;No;Yes;Yes;No;Yes;No;No;Yes;One Year;Yes;Credit Card;£44,05;£3.011,65;£0,00;£0,00;£0,00;£3.011,65
1641-RQDAY;1;Q3;Yes;1;32;Offer C;Yes;£49,21;Yes;Yes;Fiber Optic;19;No;Yes;No;No;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£100,40;£3.217,65;£0,00;£0,00;£1.574,72;£4.792,37
1543-LLLFT;1;Q3;Yes;2;61;None;Yes;£2,19;Yes;Yes;Fiber Optic;8;No;Yes;Yes;Yes;Yes;No;No;Yes;One Year;Yes;Credit Card;£98,30;£6.066,55;£0,00;£0,00;£133,59;£6.200,14
6507-ZJSUR;1;Q3;Yes;6;23;None;Yes;£46,82;No;Yes;Fiber Optic;11;No;No;No;No;Yes;Yes;No;No;One Year;Yes;Bank Withdrawal;£90,45;£2.117,25;£0,00;£30,00;£1.076,86;£3.224,11
9681-KYGYB;1;Q3;Yes;5;49;Offer B;Yes;£26,00;Yes;Yes;Fiber Optic;16;Yes;Yes;Yes;No;No;No;No;Yes;One Year;Yes;Bank Withdrawal;£88,20;£4.159,45;£0,00;£0,00;£1.274,00;£5.433,45
7005-CYUIL;1;Q3;Yes;2;71;Offer A;Yes;£12,26;No;Yes;Fiber Optic;3;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;£99,40;£7.168,25;£0,00;£0,00;£870,46;£8.038,71
3108-PCCGG;1;Q3;Yes;3;72;Offer A;Yes;£16,72;Yes;Yes;Cable;9;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Two Year;No;Credit Card;£84,45;£5.899,85;£0,00;£0,00;£1.203,84;£7.103,69
8752-GHJFU;1;Q3;Yes;7;71;None;Yes;£36,60;Yes;Yes;Fiber Optic;10;Yes;Yes;Yes;Yes;No;No;No;Yes;One Year;Yes;Bank Withdrawal;£92,00;£6.585,20;£0,00;£0,00;£2.598,60;£9.183,80
2480-EJWYP;1;Q3;Yes;5;58;Offer B;Yes;£45,37;Yes;Yes;Fiber Optic;28;No;Yes;No;No;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£97,80;£5.458,80;£0,00;£0,00;£2.631,46;£8.090,26
6048-UWKAL;1;Q3;Yes;2;69;None;Yes;£19,39;Yes;Yes;Fiber Optic;13;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Two Year;No;Credit Card;£105,40;£6.998,95;£0,00;£0,00;£1.337,91;£8.336,86
0481-SUMCB;1;Q3;No;0;45;Offer B;Yes;£34,12;Yes;Yes;Fiber Optic;15;No;No;Yes;No;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£102,15;£4.735,35;£0,00;£0,00;£1.535,40;£6.270,75
9957-YODKZ;1;Q3;Yes;4;6;None;Yes;£16,87;Yes;Yes;Fiber Optic;17;No;No;Yes;No;No;No;No;No;Two Year;Yes;Bank Withdrawal;£80,80;£457,10;£0,00;£30,00;£101,22;£588,32
0993-OSGPT;1;Q3;Yes;2;68;None;Yes;£40,55;No;Yes;DSL;20;No;Yes;Yes;Yes;No;No;No;Yes;One Year;Yes;Bank Withdrawal;£60,65;£3.975,90;£0,00;£0,00;£2.757,40;£6.733,30
9906-NHHVC;1;Q3;No;0;65;Offer B;No;£0,00;No;Yes;Cable;9;No;Yes;Yes;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£53,50;£3.517,90;£0,00;£0,00;£0,00;£3.517,90
8152-UOBNY;1;Q3;No;0;50;Offer B;Yes;£10,60;Yes;Yes;Fiber Optic;14;No;Yes;No;Yes;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£106,80;£5.347,95;£0,00;£0,00;£530,00;£5.877,95
6374-NTQLP;1;Q3;Yes;4;72;None;Yes;£16,82;No;Yes;Fiber Optic;25;Yes;No;Yes;Yes;Yes;Yes;No;No;Two Year;Yes;Credit Card;£104,10;£7.447,70;£0,00;£40,00;£1.211,04;£8.698,74
6267-DCFFZ;1;Q3;Yes;8;30;Offer C;Yes;£47,75;Yes;Yes;Fiber Optic;27;No;Yes;No;No;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;£90,05;£2.627,20;£0,00;£0,00;£1.432,50;£4.059,70
2439-LYPMQ;1;Q3;Yes;7;38;Offer C;Yes;£4,75;Yes;Yes;Fiber Optic;24;No;Yes;Yes;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£102,60;£4.009,20;£45,81;£0,00;£180,50;£4.143,89
1060-ENTOF;1;Q3;Yes;3;67;None;Yes;£2,67;Yes;Yes;Fiber Optic;25;Yes;Yes;Yes;Yes;No;Yes;No;Yes;One Year;Yes;Credit Card;£105,40;£7.035,60;£0,00;£0,00;£178,89;£7.214,49
0999-QXNSA;1;Q3;No;0;7;None;Yes;£41,14;No;Yes;DSL;17;No;No;No;No;No;No;No;Yes;Two Year;Yes;Credit Card;£45,75;£344,20;£29,00;£0,00;£287,98;£603,18
4854-CIDCF;1;Q3;No;0;3;None;Yes;£46,65;No;Yes;Fiber Optic;25;No;No;Yes;No;No;No;No;Yes;Two Year;No;Bank Withdrawal;£73,85;£196,40;£0,00;£0,00;£139,95;£336,35
5935-FCCNB;1;Q3;No;0;17;None;Yes;£32,19;Yes;Yes;Fiber Optic;11;No;No;No;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£94,20;£1.608,15;£36,40;£0,00;£547,23;£2.118,98
9705-IOVQQ;1;Q3;Yes;10;61;None;Yes;£4,51;Yes;Yes;Fiber Optic;22;No;Yes;No;No;Yes;Yes;Yes;Yes;One Year;No;Bank Withdrawal;£99,00;£5.969,30;£21,17;£0,00;£275,11;£6.223,24
1320-REHCS;1;Q3;No;0;52;None;Yes;£23,04;Yes;Yes;Fiber Optic;25;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£110,75;£5.832,00;£6,26;£0,00;£1.198,08;£7.023,82
7789-HKSBS;1;Q3;Yes;2;42;None;Yes;£35,38;Yes;Yes;Fiber Optic;7;Yes;No;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£105,20;£4.599,15;£40,46;£0,00;£1.485,96;£6.044,65
5663-QBGIS;1;Q3;No;0;72;None;Yes;£44,61;Yes;Yes;Fiber Optic;30;No;Yes;No;No;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£98,35;£6.929,40;£0,00;£0,00;£3.211,92;£10.141,32
8058-DMYRU;1;Q3;No;0;54;None;Yes;£18,58;Yes;Yes;Fiber Optic;14;No;Yes;No;No;No;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£90,05;£4.931,80;£0,00;£0,00;£1.003,32;£5.935,12
0523-VNGTF;1;Q3;No;0;52;None;No;£0,00;No;Yes;DSL;23;No;Yes;Yes;Yes;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;£50,50;£2.566,30;£0,00;£0,00;£0,00;£2.566,30
7064-FRRSW;1;Q3;No;0;48;None;Yes;£5,87;Yes;Yes;Fiber Optic;2;No;Yes;No;No;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£99,00;£4.744,35;£0,00;£0,00;£281,76;£5.026,11
4832-VRBMR;1;Q3;Yes;1;65;None;Yes;£16,65;Yes;Yes;Fiber Optic;5;No;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£103,15;£6.792,45;£0,00;£0,00;£1.082,25;£7.874,70
1302-UHBDD;1;Q3;No;0;20;Offer D;Yes;£48,46;No;Yes;Fiber Optic;23;No;No;No;No;Yes;Yes;No;Yes;Two Year;No;Bank Withdrawal;£89,95;£1.648,45;£0,00;£0,00;£969,20;£2.617,65
3420-ZDBMA;1;Q3;No;0;5;Offer E;Yes;£17,13;No;Yes;Fiber Optic;9;No;No;No;No;No;No;No;Yes;Two Year;Yes;Credit Card;£71,45;£371,60;£0,00;£0,00;£85,65;£457,25
5732-IKGQH;1;Q3;Yes;5;52;None;Yes;£39,00;No;Yes;Fiber Optic;11;Yes;No;Yes;Yes;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£104,45;£5.481,25;£0,00;£0,00;£2.028,00;£7.509,25
0869-PAPRP;1;Q3;Yes;4;26;None;Yes;£46,24;No;Yes;Fiber Optic;4;No;No;Yes;No;Yes;No;No;Yes;Two Year;Yes;Credit Card;£85,70;£2.067,00;£0,00;£0,00;£1.202,24;£3.269,24
9796-MVYXX;1;Q3;No;0;14;Offer D;No;£0,00;No;Yes;DSL;24;Yes;No;Yes;Yes;No;No;No;Yes;Two Year;No;Credit Card;£39,70;£692,35;£0,00;£0,00;£0,00;£692,35
1089-HDMKP;1;Q3;No;0;11;None;Yes;£11,86;No;Yes;Cable;23;No;Yes;No;Yes;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£54,55;£601,25;£0,00;£0,00;£130,46;£731,71
0141-YEAYS;1;Q3;No;0;27;None;Yes;£2,97;Yes;Yes;Fiber Optic;4;No;Yes;Yes;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£86,45;£2.401,05;£0,00;£0,00;£80,19;£2.481,24
9603-OAIHC;1;Q3;No;0;1;Offer E;Yes;£2,97;No;Yes;Fiber Optic;5;No;No;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£70,05;£70,05;£0,00;£0,00;£2,97;£73,02
1197-BVMVG;1;Q3;No;0;4;None;Yes;£4,29;Yes;Yes;Fiber Optic;7;No;No;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£74,45;£294,45;£0,00;£0,00;£17,16;£311,61
7516-GMHUV;1;Q3;Yes;1;50;None;Yes;£40,90;Yes;Yes;Fiber Optic;8;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;£105,05;£5.163,30;£0,00;£0,00;£2.045,00;£7.208,30
8735-SDUFN;1;Q3;Yes;5;72;Offer A;Yes;£8,68;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£24,30;£1.778,70;£0,00;£0,00;£624,96;£2.403,66
9825-YCXWZ;1;Q3;No;0;41;None;Yes;£14,61;No;Yes;Fiber Optic;9;No;No;Yes;Yes;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£101,10;£4.016,20;£0,00;£0,00;£599,01;£4.615,21
9796-BPKIW;1;Q3;No;0;8;None;Yes;£42,53;No;Yes;Fiber Optic;6;No;No;No;No;No;No;No;Yes;Two Year;Yes;Credit Card;£69,95;£562,70;£0,00;£0,00;£340,24;£902,94
6463-MVYRY;1;Q3;No;0;57;Offer B;Yes;£11,23;No;Yes;DSL;30;Yes;No;Yes;Yes;Yes;No;No;Yes;Two Year;No;Bank Withdrawal;£69,85;£4.003,00;£0,00;£0,00;£640,11;£4.643,11
4526-ZJJTM;1;Q3;Yes;1;25;None;Yes;£19,44;No;Yes;Fiber Optic;4;No;Yes;Yes;No;No;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£88,40;£2.191,15;£0,00;£0,00;£486,00;£2.677,15
8250-ZNGGW;1;Q3;No;0;5;None;Yes;£43,99;No;Yes;DSL;27;Yes;Yes;No;Yes;No;No;No;No;Two Year;No;Credit Card;£59,90;£287,85;£0,00;£20,00;£219,95;£527,80
1855-CFULU;1;Q3;No;0;4;None;Yes;£41,98;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£20,05;£91,45;£0,00;£0,00;£167,92;£259,37
9508-ILZDG;1;Q3;No;0;34;None;Yes;£14,23;Yes;Yes;Fiber Optic;13;No;Yes;No;Yes;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;£96,35;£3.190,25;£0,00;£0,00;£483,82;£3.674,07
6128-AQBMT;1;Q3;Yes;8;41;Offer B;No;£0,00;No;Yes;Cable;9;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£53,95;£2.215,40;£0,00;£0,00;£0,00;£2.215,40
0924-BJCRC;1;Q3;Yes;6;60;Offer B;Yes;£24,68;Yes;Yes;Fiber Optic;19;No;Yes;No;No;No;Yes;No;No;Two Year;No;Bank Withdrawal;£89,45;£5.294,60;£0,00;£10,00;£1.480,80;£6.785,40
7923-IYJWY;1;Q3;No;0;67;None;Yes;£44,56;Yes;Yes;Fiber Optic;29;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Two Year;Yes;Credit Card;£116,10;£7.839,85;£0,00;£40,00;£2.985,52;£10.865,37
3865-QBWSJ;1;Q3;No;0;38;None;Yes;£45,13;Yes;Yes;Fiber Optic;27;Yes;No;No;No;No;No;No;Yes;Two Year;Yes;Credit Card;£80,45;£3.162,65;£0,00;£0,00;£1.714,94;£4.877,59
6860-YRJZP;1;Q3;No;0;9;Offer E;Yes;£39,77;Yes;Yes;Fiber Optic;25;No;No;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£74,05;£678,45;£0,00;£0,00;£357,93;£1.036,38
9844-FELAJ;1;Q3;Yes;2;70;None;Yes;£9,40;Yes;Yes;Fiber Optic;17;No;Yes;Yes;Yes;Yes;Yes;Yes;No;One Year;Yes;Bank Withdrawal;£107,90;£7.475,85;£0,00;£20,00;£658,00;£8.153,85
8395-ETZKQ;1;Q3;Yes;8;68;None;Yes;£35,14;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;£19,50;£1.193,55;£0,00;£0,00;£2.389,52;£3.583,07
5150-ITWWB;1;Q3;No;0;3;Offer E;Yes;£37,78;Yes;Yes;Fiber Optic;28;No;No;No;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£94,85;£335,75;£0,00;£0,00;£113,34;£449,09
0136-IFMYD;1;Q3;Yes;1;69;None;Yes;£18,41;Yes;Yes;Fiber Optic;17;No;Yes;Yes;Yes;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£109,95;£7.634,25;£0,00;£0,00;£1.270,29;£8.904,54
5144-TVGLP;1;Q3;No;0;38;None;Yes;£46,96;Yes;Yes;Fiber Optic;13;No;No;No;No;Yes;Yes;No;Yes;Two Year;No;Bank Withdrawal;£94,75;£3.653,00;£45,82;£0,00;£1.784,48;£5.391,66
1125-SNVCK;1;Q3;No;0;49;None;Yes;£35,65;No;Yes;DSL;3;No;No;No;No;No;No;No;Yes;Two Year;No;Credit Card;£43,80;£2.106,05;£20,45;£0,00;£1.746,85;£3.832,45
2883-ILGWO;1;Q3;No;0;57;None;Yes;£32,12;Yes;Yes;Fiber Optic;15;No;Yes;No;Yes;Yes;Yes;No;No;Two Year;Yes;Bank Withdrawal;£104,90;£5.913,95;£1,69;£90,00;£1.830,84;£7.833,10
1167-OYZJF;1;Q3;Yes;7;67;None;Yes;£49,94;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Bank Withdrawal;£20,05;£1.263,05;£43,66;£0,00;£3.345,98;£4.565,37
5397-TUPSH;1;Q3;Yes;6;65;None;Yes;£28,68;No;Yes;Fiber Optic;20;No;No;No;No;No;No;No;Yes;One Year;Yes;Bank Withdrawal;£70,95;£4.555,20;£7,43;£0,00;£1.864,20;£6.411,97
6773-LQTVT;1;Q3;Yes;8;29;None;No;£0,00;No;Yes;DSL;20;No;Yes;Yes;No;No;No;No;Yes;Two Year;Yes;Credit Card;£35,65;£1.025,15;£25,07;£0,00;£0,00;£1.000,08
9402-ORRAH;1;Q3;No;0;15;None;Yes;£39,57;No;Yes;Fiber Optic;16;No;No;No;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£91,50;£1.400,30;£48,66;£0,00;£593,55;£1.945,19
4840-ORQXB;1;Q3;No;0;56;None;Yes;£27,64;Yes;Yes;Fiber Optic;7;No;Yes;Yes;No;Yes;Yes;No;Yes;Two Year;No;Bank Withdrawal;£104,75;£5.841,35;£36,52;£0,00;£1.547,84;£7.352,67
2921-XWDJH;1;Q3;No;0;38;None;Yes;£3,42;No;Yes;Fiber Optic;15;Yes;No;No;No;No;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£83,45;£3.147,15;£24,98;£0,00;£129,96;£3.252,13
9799-CAYJJ;1;Q3;Yes;1;2;Offer E;Yes;£32,62;No;Yes;Fiber Optic;2;No;No;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£69,30;£153,80;£0,00;£0,00;£65,24;£219,04
6185-TASNN;1;Q3;No;0;1;Offer E;Yes;£11,51;No;Yes;DSL;21;No;No;No;No;No;No;No;Yes;Two Year;No;Bank Withdrawal;£46,30;£46,30;£0,00;£0,00;£11,51;£57,81
9819-FBNSV;1;Q3;Yes;8;37;None;Yes;£23,54;No;Yes;Fiber Optic;7;No;No;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£72,25;£2.575,45;£0,00;£0,00;£870,98;£3.446,43
0512-FLFDW;1;Q3;Yes;3;60;None;Yes;£27,68;Yes;Yes;Fiber Optic;26;No;No;Yes;No;Yes;Yes;No;Yes;One Year;Yes;Credit Card;£100,50;£6.029,00;£0,00;£0,00;£1.660,80;£7.689,80
5699-BNCAS;1;Q3;No;0;71;Offer A;Yes;£4,75;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;£24,65;£1.766,75;£0,00;£0,00;£337,25;£2.104,00
4039-PIMHX;1;Q3;Yes;4;49;None;Yes;£1,67;No;Yes;DSL;15;No;Yes;No;No;No;No;No;Yes;Two Year;No;Credit Card;£49,80;£2.398,40;£0,00;£0,00;£81,83;£2.480,23
5288-AHOUP;1;Q3;No;0;11;None;Yes;£41,58;No;Yes;Fiber Optic;3;No;No;No;No;No;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£78,50;£874,20;£0,00;£0,00;£457,38;£1.331,58
1080-BWSYE;1;Q3;No;0;64;None;Yes;£29,43;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£25,65;£1.740,80;£0,00;£0,00;£1.883,52;£3.624,32
3786-WOVKF;1;Q3;Yes;8;72;Offer A;Yes;£7,85;Yes;Yes;Fiber Optic;20;Yes;Yes;No;No;Yes;Yes;Yes;No;One Year;Yes;Bank Withdrawal;£106,85;£7.677,40;£0,00;£100,00;£565,20;£8.342,60
6173-GOLSU;1;Q3;Yes;4;67;Offer A;Yes;£7,20;Yes;Yes;Fiber Optic;23;No;No;No;No;Yes;Yes;No;Yes;Two Year;Yes;Credit Card;£94,65;£6.079,00;£0,00;£0,00;£482,40;£6.561,40
0420-HLGXF;1;Q3;No;0;39;None;Yes;£10,03;Yes;Yes;Fiber Optic;13;No;No;Yes;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£99,75;£4.036,00;£0,00;£0,00;£391,17;£4.427,17
4098-NAUKP;1;Q3;Yes;1;68;Offer A;Yes;£20,31;Yes;Yes;Fiber Optic;13;No;Yes;Yes;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£84,65;£5.683,60;£0,00;£0,00;£1.381,08;£7.064,68
7446-YPODE;1;Q3;No;0;11;None;Yes;£48,33;Yes;Yes;DSL;17;Yes;Yes;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£60,25;£662,95;£0,00;£120,00;£531,63;£1.314,58
9522-BNTHX;1;Q3;No;0;34;None;No;£0,00;No;Yes;DSL;28;No;Yes;Yes;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£56,25;£1.765,95;£0,00;£0,00;£0,00;£1.765,95
2688-BHGOG;1;Q3;No;0;9;Offer E;Yes;£24,85;No;Yes;Fiber Optic;15;No;No;No;No;No;Yes;No;No;Two Year;Yes;Bank Withdrawal;£79,55;£718,55;£0,00;£10,00;£223,65;£952,20
0187-QSXOE;1;Q3;Yes;8;7;None;Yes;£41,97;No;Yes;Fiber Optic;11;No;No;No;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£89,00;£605,45;£0,00;£0,00;£293,79;£899,24
